title,slug,primary_keyword,search_intent,country,tier,category_cluster,suggested_internal_links
"Why ARDS recruits poorly and needs lung protective ventilation?","why-ards-recruits-poorly-and-needs-lung-protective-ventilation","Why ARDS recruits poorly and needs lung protective ventilation",exam-prep,Global,RN,"critical-care-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How vasopressor choice differs septic vs cardiogenic shock maps?","how-vasopressor-choice-differs-septic-vs-cardiogenic-shock-maps-2","How vasopressor choice differs septic vs cardiogenic shock maps",exam-prep,Global,RN,"critical-care-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"NCLEX ICP nursing head midline avoid Valsalva cues?","nclex-icp-nursing-head-midline-avoid-valsalva-cues-3","NCLEX ICP nursing head midline avoid Valsalva cues",exam-prep,Global,RN,"critical-care-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes abdominal compartment syndrome rising peak pressures?","what-causes-abdominal-compartment-syndrome-rising-peak-pressures-4","What causes abdominal compartment syndrome rising peak pressures",informational,Global,RN,"critical-care-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why delirium bundles reduce ventilator days bundled care?","why-delirium-bundles-reduce-ventilator-days-bundled-care-5","Why delirium bundles reduce ventilator days bundled care",informational,Global,RN,"critical-care-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How CRRT clears uremia slowly vs hemodialysis rapid shifts?","how-crrt-clears-uremia-slowly-vs-hemodialysis-rapid-shifts-6","How CRRT clears uremia slowly vs hemodialysis rapid shifts",informational,Global,RN,"critical-care-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes stress ulcer prophylaxis debates in ICU nuance?","what-causes-stress-ulcer-prophylaxis-debates-in-icu-nuance-7","What causes stress ulcer prophylaxis debates in ICU nuance",informational,Global,RN,"critical-care-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why permissive hypercapnia sometimes trades pH for barotrauma?","why-permissive-hypercapnia-sometimes-trades-ph-for-barotrauma-8","Why permissive hypercapnia sometimes trades pH for barotrauma",informational,Global,RN,"critical-care-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How lactate clearance guides sepsis bundle reassessment?","how-lactate-clearance-guides-sepsis-bundle-reassessment-9","How lactate clearance guides sepsis bundle reassessment",informational,Global,RN,"critical-care-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Difference between preload responsiveness fluid challenge vs overload?","difference-between-preload-responsiveness-fluid-challenge-vs-overload-10","Difference between preload responsiveness fluid challenge vs overload",informational,Global,RN,"critical-care-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How chronic wounds stall in diabetes perfusion and infection loop?","how-chronic-wounds-stall-in-diabetes-perfusion-and-infection-loop","How chronic wounds stall in diabetes perfusion and infection loop",informational,Global,PN,"pncan-pathophysiology","/nursing/pn/blog|/blog|/question-bank|LESSON_SLUG_TBD needs_mapping"
"NCLEX REx-PN delegation stable vs unstable patient boundary?","nclex-rex-pn-delegation-stable-vs-unstable-patient-boundary-2","NCLEX REx-PN delegation stable vs unstable patient boundary",exam-prep,Global,PN,"pncan-pathophysiology","/nursing/pn/blog|/blog|/question-bank|LESSON_SLUG_TBD needs_mapping"
"Why foot checks matter daily with neuropathy silent injury?","why-foot-checks-matter-daily-with-neuropathy-silent-injury-3","Why foot checks matter daily with neuropathy silent injury",informational,Global,PN,"pncan-pathophysiology","/nursing/pn/blog|/blog|/question-bank|LESSON_SLUG_TBD needs_mapping"
"What causes aspiration risk with dysphagia stroke patients?","what-causes-aspiration-risk-with-dysphagia-stroke-patients-4","What causes aspiration risk with dysphagia stroke patients",informational,Global,PN,"pncan-pathophysiology","/nursing/pn/blog|/blog|/question-bank|LESSON_SLUG_TBD needs_mapping"
"How colostomy skin protection prevents costly complications?","how-colostomy-skin-protection-prevents-costly-complications-5","How colostomy skin protection prevents costly complications",informational,Global,PN,"pncan-pathophysiology","/nursing/pn/blog|/blog|/question-bank|LESSON_SLUG_TBD needs_mapping"
"Why vital sign trends beat single spot check in LTC?","why-vital-sign-trends-beat-single-spot-check-in-ltc-6","Why vital sign trends beat single spot check in LTC",informational,Global,PN,"pncan-pathophysiology","/nursing/pn/blog|/blog|/question-bank|LESSON_SLUG_TBD needs_mapping"
"What causes UTIs to recur in catheterized patients nursing bundle?","what-causes-utis-to-recur-in-catheterized-patients-nursing-bundle-7","What causes UTIs to recur in catheterized patients nursing bundle",informational,Global,PN,"pncan-pathophysiology","/nursing/pn/blog|/blog|/question-bank|LESSON_SLUG_TBD needs_mapping"
"How restorative aide programs differ from true skilled delegation?","how-restorative-aide-programs-differ-from-true-skilled-delegation-8","How restorative aide programs differ from true skilled delegation",informational,Global,PN,"pncan-pathophysiology","/nursing/pn/blog|/blog|/question-bank|LESSON_SLUG_TBD needs_mapping"
"Why medication patches need rotation sites absorption skin integrity?","why-medication-patches-need-rotation-sites-absorption-skin-integrity-9","Why medication patches need rotation sites absorption skin integrity",informational,Global,PN,"pncan-pathophysiology","/nursing/pn/blog|/blog|/question-bank|LESSON_SLUG_TBD needs_mapping"
"Difference between UTI symptoms older adults muted presentation?","difference-between-uti-symptoms-older-adults-muted-presentation-10","Difference between UTI symptoms older adults muted presentation",informational,Global,PN,"pncan-pathophysiology","/nursing/pn/blog|/blog|/question-bank|LESSON_SLUG_TBD needs_mapping"
"How apixaban renal adjustment changes with creatinine clearance bands?","how-apixaban-renal-adjustment-changes-with-creatinine-clearance-bands","How apixaban renal adjustment changes with creatinine clearance bands",informational,Global,NP,"np-advanced-pharmacology","/nursing/np/blog|/blog|LESSON_SLUG_TBD needs_mapping"
"Why GLP-1 choice weighs CV outcomes trials primary care lens?","why-glp-1-choice-weighs-cv-outcomes-trials-primary-care-lens-2","Why GLP-1 choice weighs CV outcomes trials primary care lens",informational,Global,NP,"np-advanced-pharmacology","/nursing/np/blog|/blog|LESSON_SLUG_TBD needs_mapping"
"What causes ACE cough vs angioedema rapid triage differences?","what-causes-ace-cough-vs-angioedema-rapid-triage-differences-3","What causes ACE cough vs angioedema rapid triage differences",informational,Global,NP,"np-advanced-pharmacology","/nursing/np/blog|/blog|LESSON_SLUG_TBD needs_mapping"
"How spironolactone guides HFpEF evidence nuance overview nursing-led?","how-spironolactone-guides-hfpef-evidence-nuance-overview-nursing-led-4","How spironolactone guides HFpEF evidence nuance overview nursing-led",informational,Global,NP,"np-advanced-pharmacology","/nursing/np/blog|/blog|LESSON_SLUG_TBD needs_mapping"
"Why DOAC reversal agents exist only for specific agents contexts?","why-doac-reversal-agents-exist-only-for-specific-agents-contexts-5","Why DOAC reversal agents exist only for specific agents contexts",informational,Global,NP,"np-advanced-pharmacology","/nursing/np/blog|/blog|LESSON_SLUG_TBD needs_mapping"
"How starting levothyroxine cautiously in elderly avoids angina?","how-starting-levothyroxine-cautiously-in-elderly-avoids-angina-6","How starting levothyroxine cautiously in elderly avoids angina",informational,Global,NP,"np-advanced-pharmacology","/nursing/np/blog|/blog|LESSON_SLUG_TBD needs_mapping"
"What causes opioid-induced constipation when stimulants help choice?","what-causes-opioid-induced-constipation-when-stimulants-help-choice-7","What causes opioid-induced constipation when stimulants help choice",informational,Global,NP,"np-advanced-pharmacology","/nursing/np/blog|/blog|LESSON_SLUG_TBD needs_mapping"
"Why pregabalin renal dosing reduces sedation falls elderly?","why-pregabalin-renal-dosing-reduces-sedation-falls-elderly-8","Why pregabalin renal dosing reduces sedation falls elderly",informational,Global,NP,"np-advanced-pharmacology","/nursing/np/blog|/blog|LESSON_SLUG_TBD needs_mapping"
"How combination inhalers ICS LABA step therapy asthma control?","how-combination-inhalers-ics-laba-step-therapy-asthma-control-9","How combination inhalers ICS LABA step therapy asthma control",informational,Global,NP,"np-advanced-pharmacology","/nursing/np/blog|/blog|LESSON_SLUG_TBD needs_mapping"
"Difference between screening vs diagnostic A1c interpretation misuse?","difference-between-screening-vs-diagnostic-a1c-interpretation-misuse-10","Difference between screening vs diagnostic A1c interpretation misuse",informational,Global,NP,"np-advanced-pharmacology","/nursing/np/blog|/blog|LESSON_SLUG_TBD needs_mapping"
"Why does left-sided heart failure cause pulmonary congestion (for nursing students)?","why-does-left-sided-heart-failure-cause-pulmonary-congestion-for-nursing-students-0","Why does left-sided heart failure cause pulmonary congestion for nursing students",informational,Global,RN,"cardiovascular-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How beta-blockers blunt the sympathetic storm in ACS (for nursing students)?","how-beta-blockers-blunt-the-sympathetic-storm-in-acs-2-for-nursing-students-1","How beta-blockers blunt the sympathetic storm in ACS for nursing students",informational,Global,RN,"cardiovascular-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes crackles on exam in fluid overload NCLEX style (for nursing students)?","what-causes-crackles-on-exam-in-fluid-overload-nclex-style-3-for-nursing-students-2","What causes crackles on exam in fluid overload NCLEX style for nursing students",exam-prep,Global,RN,"cardiovascular-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Difference between preload and afterload for nursing students (for nursing students)?","difference-between-preload-and-afterload-for-nursing-students-4-for-nursing-students-3","Difference between preload and afterload for nursing students for nursing students",informational,Global,RN,"cardiovascular-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why is digoxin toxicity a priority when nausea and bradycardia appear (for nursing students)?","why-is-digoxin-toxicity-a-priority-when-nausea-and-bradycardia-appear-5-for-nursing-students-4","Why is digoxin toxicity a priority when nausea and bradycardia appear for nursing students",clinical-prioritization,Global,RN,"cardiovascular-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"NCLEX trap atrial fibrillation with RVR first intervention (for nursing students)?","nclex-trap-atrial-fibrillation-with-rvr-first-intervention-6-for-nursing-students-5","NCLEX trap atrial fibrillation with RVR first intervention for nursing students",exam-prep,Global,RN,"cardiovascular-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How nitroglycerin reduces myocardial oxygen demand explained (for nursing students)?","how-nitroglycerin-reduces-myocardial-oxygen-demand-explained-7-for-nursing-students-6","How nitroglycerin reduces myocardial oxygen demand explained for nursing students",informational,Global,RN,"cardiovascular-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes pulsus paradoxus in pericardial tamponade (for nursing students)?","what-causes-pulsus-paradoxus-in-pericardial-tamponade-8-for-nursing-students-7","What causes pulsus paradoxus in pericardial tamponade for nursing students",informational,Global,RN,"cardiovascular-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why ACE inhibitors can worsen acute kidney injury in some patients (for nursing students)?","why-ace-inhibitors-can-worsen-acute-kidney-injury-in-some-patients-9-for-nursing-students-8","Why ACE inhibitors can worsen acute kidney injury in some patients for nursing students",informational,Global,RN,"cardiovascular-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How vasodilators affect afterload in systolic heart failure (for nursing students)?","how-vasodilators-affect-afterload-in-systolic-heart-failure-10-for-nursing-students-9","How vasodilators affect afterload in systolic heart failure for nursing students",informational,Global,RN,"cardiovascular-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why COPD patients retain CO2 and what it means for oxygen NCLEX (for nursing students)?","why-copd-patients-retain-co2-and-what-it-means-for-oxygen-nclex-for-nursing-students-10","Why COPD patients retain CO2 and what it means for oxygen NCLEX for nursing students",exam-prep,Global,RN,"respiratory-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How asthma bronchospasm differs from emphysema destruction pattern (for nursing students)?","how-asthma-bronchospasm-differs-from-emphysema-destruction-pattern-2-for-nursing-students-11","How asthma bronchospasm differs from emphysema destruction pattern for nursing students",informational,Global,RN,"respiratory-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes Kussmaul breathing in metabolic acidosis (for nursing students)?","what-causes-kussmaul-breathing-in-metabolic-acidosis-3-for-nursing-students-12","What causes Kussmaul breathing in metabolic acidosis for nursing students",informational,Global,RN,"respiratory-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"NCLEX priority for tension pneumothorax before imaging (for nursing students)?","nclex-priority-for-tension-pneumothorax-before-imaging-4-for-nursing-students-13","NCLEX priority for tension pneumothorax before imaging for nursing students",exam-prep,Global,RN,"respiratory-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why pulmonary embolism causes sudden hypoxia without wheeze (for nursing students)?","why-pulmonary-embolism-causes-sudden-hypoxia-without-wheeze-5-for-nursing-students-14","Why pulmonary embolism causes sudden hypoxia without wheeze for nursing students",informational,Global,RN,"respiratory-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How VQ mismatch explains refractory hypoxemia basics (for nursing students)?","how-vq-mismatch-explains-refractory-hypoxemia-basics-6-for-nursing-students-15","How VQ mismatch explains refractory hypoxemia basics for nursing students",informational,Global,RN,"respiratory-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes pleuritic chest pain in pneumonia vs PE (for nursing students)?","what-causes-pleuritic-chest-pain-in-pneumonia-vs-pe-7-for-nursing-students-16","What causes pleuritic chest pain in pneumonia vs PE for nursing students",informational,Global,RN,"respiratory-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why high-flow nasal cannula helps work of breathing (for nursing students)?","why-high-flow-nasal-cannula-helps-work-of-breathing-8-for-nursing-students-17","Why high-flow nasal cannula helps work of breathing for nursing students",informational,Global,RN,"respiratory-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How alveolar collapse leads to atelectasis on auscultation (for nursing students)?","how-alveolar-collapse-leads-to-atelectasis-on-auscultation-9-for-nursing-students-18","How alveolar collapse leads to atelectasis on auscultation for nursing students",informational,Global,RN,"respiratory-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Difference between restrictive and obstructive patterns quick check (for nursing students)?","difference-between-restrictive-and-obstructive-patterns-quick-check-10-for-nursing-students-19","Difference between restrictive and obstructive patterns quick check for nursing students",informational,Global,RN,"respiratory-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why hyperkalemia peaks T waves on ECG pathophysiology (for nursing students)?","why-hyperkalemia-peaks-t-waves-on-ecg-pathophysiology-for-nursing-students-20","Why hyperkalemia peaks T waves on ECG pathophysiology for nursing students",informational,Global,RN,"renal-electrolyte-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How loop diuretics cause hypokalemia and what to monitor (for nursing students)?","how-loop-diuretics-cause-hypokalemia-and-what-to-monitor-2-for-nursing-students-21","How loop diuretics cause hypokalemia and what to monitor for nursing students",informational,Global,RN,"renal-electrolyte-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"NCLEX first action symptomatic hyperkalemia with peaked T waves (for nursing students)?","nclex-first-action-symptomatic-hyperkalemia-with-peaked-t-waves-3-for-nursing-students-22","NCLEX first action symptomatic hyperkalemia with peaked T waves for nursing students",exam-prep,Global,RN,"renal-electrolyte-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes metabolic alkalosis from vomiting chloride loss (for nursing students)?","what-causes-metabolic-alkalosis-from-vomiting-chloride-loss-4-for-nursing-students-23","What causes metabolic alkalosis from vomiting chloride loss for nursing students",informational,Global,RN,"renal-electrolyte-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why ARF oliguria raises creatinine faster than you expect (for nursing students)?","why-arf-oliguria-raises-creatinine-faster-than-you-expect-5-for-nursing-students-24","Why ARF oliguria raises creatinine faster than you expect for nursing students",informational,Global,RN,"renal-electrolyte-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How SIADH dilutes sodium and why fluid restriction helps (for nursing students)?","how-siadh-dilutes-sodium-and-why-fluid-restriction-helps-6-for-nursing-students-25","How SIADH dilutes sodium and why fluid restriction helps for nursing students",informational,Global,RN,"renal-electrolyte-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Difference between prerenal vs intrarenal AKI clues at bedside (for nursing students)?","difference-between-prerenal-vs-intrarenal-aki-clues-at-bedside-7-for-nursing-students-26","Difference between prerenal vs intrarenal AKI clues at bedside for nursing students",informational,Global,RN,"renal-electrolyte-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why nephrotoxic drugs matter more when elderly or dehydrated (for nursing students)?","why-nephrotoxic-drugs-matter-more-when-elderly-or-dehydrated-8-for-nursing-students-27","Why nephrotoxic drugs matter more when elderly or dehydrated for nursing students",informational,Global,RN,"renal-electrolyte-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes phosphate rise in acute kidney injury (for nursing students)?","what-causes-phosphate-rise-in-acute-kidney-injury-9-for-nursing-students-28","What causes phosphate rise in acute kidney injury for nursing students",informational,Global,RN,"renal-electrolyte-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How bicarbonate shifts in DKA during treatment nursing watch (for nursing students)?","how-bicarbonate-shifts-in-dka-during-treatment-nursing-watch-10-for-nursing-students-29","How bicarbonate shifts in DKA during treatment nursing watch for nursing students",informational,Global,RN,"renal-electrolyte-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why DKA smells fruity and why K can fall during insulin therapy (for nursing students)?","why-dka-smells-fruity-and-why-k-can-fall-during-insulin-therapy-for-nursing-students-30","Why DKA smells fruity and why K can fall during insulin therapy for nursing students",exam-prep,Global,RN,"endocrine-metabolic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How thyroid storm differs from uncomplicated hyperthyroidism NCLEX (for nursing students)?","how-thyroid-storm-differs-from-uncomplicated-hyperthyroidism-nclex-2-for-nursing-students-31","How thyroid storm differs from uncomplicated hyperthyroidism NCLEX for nursing students",exam-prep,Global,RN,"endocrine-metabolic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes myxedema coma cold intolerance and hypotension (for nursing students)?","what-causes-myxedema-coma-cold-intolerance-and-hypotension-3-for-nursing-students-32","What causes myxedema coma cold intolerance and hypotension for nursing students",informational,Global,RN,"endocrine-metabolic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why cortisol excess raises glucose and infection risk (for nursing students)?","why-cortisol-excess-raises-glucose-and-infection-risk-4-for-nursing-students-33","Why cortisol excess raises glucose and infection risk for nursing students",informational,Global,RN,"endocrine-metabolic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"NCLEX pitfall hypoglycemia unconscious patient first step (NCLEX style)?","nclex-pitfall-hypoglycemia-unconscious-patient-first-step-5-nclex-style-34","NCLEX pitfall hypoglycemia unconscious patient first step NCLEX style",exam-prep,Global,RN,"endocrine-metabolic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How insulin resistance progresses before type 2 diabetes peaks (NCLEX style)?","how-insulin-resistance-progresses-before-type-2-diabetes-peaks-6-nclex-style-35","How insulin resistance progresses before type 2 diabetes peaks NCLEX style",informational,Global,RN,"endocrine-metabolic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes dawn phenomenon vs Somogyi nursing differentiation (NCLEX style)?","what-causes-dawn-phenomenon-vs-somogyi-nursing-differentiation-7-nclex-style-36","What causes dawn phenomenon vs Somogyi nursing differentiation NCLEX style",informational,Global,RN,"endocrine-metabolic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why glucagon raises blood sugar when no carbs are eaten (NCLEX style)?","why-glucagon-raises-blood-sugar-when-no-carbs-are-eaten-8-nclex-style-37","Why glucagon raises blood sugar when no carbs are eaten NCLEX style",informational,Global,RN,"endocrine-metabolic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How SIADH vs diabetes insipidus sodium trends differ (NCLEX style)?","how-siadh-vs-diabetes-insipidus-sodium-trends-differ-9-nclex-style-38","How SIADH vs diabetes insipidus sodium trends differ NCLEX style",informational,Global,RN,"endocrine-metabolic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes thyroid hormone spikes after iodine contrast worry (NCLEX style)?","what-causes-thyroid-hormone-spikes-after-iodine-contrast-worry-10-nclex-style-39","What causes thyroid hormone spikes after iodine contrast worry NCLEX style",informational,Global,RN,"endocrine-metabolic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why portal hypertension causes esophageal varices bleeding risk (NCLEX style)?","why-portal-hypertension-causes-esophageal-varices-bleeding-risk-nclex-style-40","Why portal hypertension causes esophageal varices bleeding risk NCLEX style",informational,Global,RN,"gi-hepatic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How hepatitis inflammation raises ALT patterns nursing notes (NCLEX style)?","how-hepatitis-inflammation-raises-alt-patterns-nursing-notes-2-nclex-style-41","How hepatitis inflammation raises ALT patterns nursing notes NCLEX style",informational,Global,RN,"gi-hepatic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"NCLEX priority acute upper GI bleed stable airway assessment (NCLEX style)?","nclex-priority-acute-upper-gi-bleed-stable-airway-assessment-3-nclex-style-42","NCLEX priority acute upper GI bleed stable airway assessment NCLEX style",exam-prep,Global,RN,"gi-hepatic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes paralytic ileus after major surgery (NCLEX style)?","what-causes-paralytic-ileus-after-major-surgery-4-nclex-style-43","What causes paralytic ileus after major surgery NCLEX style",informational,Global,RN,"gi-hepatic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why pancreatitis pain radiates to the back pathophysiology (NCLEX style)?","why-pancreatitis-pain-radiates-to-the-back-pathophysiology-5-nclex-style-44","Why pancreatitis pain radiates to the back pathophysiology NCLEX style",informational,Global,RN,"gi-hepatic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How lactulose helps hepatic encephalopathy mechanism (NCLEX style)?","how-lactulose-helps-hepatic-encephalopathy-mechanism-6-nclex-style-45","How lactulose helps hepatic encephalopathy mechanism NCLEX style",informational,Global,RN,"gi-hepatic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes C diff watery diarrhea after antibiotics (NCLEX style)?","what-causes-c-diff-watery-diarrhea-after-antibiotics-7-nclex-style-46","What causes C diff watery diarrhea after antibiotics NCLEX style",informational,Global,RN,"gi-hepatic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why bowel sounds hyperactive early obstruction then quiet (NCLEX style)?","why-bowel-sounds-hyperactive-early-obstruction-then-quiet-8-nclex-style-47","Why bowel sounds hyperactive early obstruction then quiet NCLEX style",informational,Global,RN,"gi-hepatic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How ascites forms in cirrhosis sodium avidity loop (NCLEX style)?","how-ascites-forms-in-cirrhosis-sodium-avidity-loop-9-nclex-style-48","How ascites forms in cirrhosis sodium avidity loop NCLEX style",informational,Global,RN,"gi-hepatic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Difference between small bowel vs large bowel obstruction cues (NCLEX style)?","difference-between-small-bowel-vs-large-bowel-obstruction-cues-10-nclex-style-49","Difference between small bowel vs large bowel obstruction cues NCLEX style",informational,Global,RN,"gi-hepatic-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why stroke symptoms depend on artery territory NCLEX map (NCLEX style)?","why-stroke-symptoms-depend-on-artery-territory-nclex-map-nclex-style-50","Why stroke symptoms depend on artery territory NCLEX map NCLEX style",exam-prep,Global,RN,"neuro-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How increased ICP causes Cushing triad late signs (NCLEX style)?","how-increased-icp-causes-cushing-triad-late-signs-2-nclex-style-51","How increased ICP causes Cushing triad late signs NCLEX style",informational,Global,RN,"neuro-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes pinpoint pupils in opioid toxicity vs blown pupil (NCLEX style)?","what-causes-pinpoint-pupils-in-opioid-toxicity-vs-blown-pupil-3-nclex-style-52","What causes pinpoint pupils in opioid toxicity vs blown pupil NCLEX style",informational,Global,RN,"neuro-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"NCLEX seizure precautions suction and timing priorities (NCLEX style)?","nclex-seizure-precautions-suction-and-timing-priorities-4-nclex-style-53","NCLEX seizure precautions suction and timing priorities NCLEX style",exam-prep,Global,RN,"neuro-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"Why TIAs resolve but still need urgent workup (NCLEX style)?","why-tias-resolve-but-still-need-urgent-workup-5-nclex-style-54","Why TIAs resolve but still need urgent workup NCLEX style",informational,Global,RN,"neuro-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"How MS plaques disrupt myelination and cause relapses (NCLEX style)?","how-ms-plaques-disrupt-myelination-and-cause-relapses-6-nclex-style-55","How MS plaques disrupt myelination and cause relapses NCLEX style",informational,Global,RN,"neuro-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
"What causes neurogenic shock in spinal cord injury pattern (NCLEX style)?","what-causes-neurogenic-shock-in-spinal-cord-injury-pattern-7-nclex-style-56","What causes neurogenic shock in spinal cord injury pattern NCLEX style",informational,Global,RN,"neuro-pathophysiology","/blog/rn|/blog|/question-bank|/lessons|LESSON_SLUG_TBD needs_mapping"
