slug	word_count	seo_title_len	seo_desc_len	canonical_ok	internal_link_count	title
new-grad-nursing-interdisciplinary-huddle-participation-medical-surgical-transition-longtail	3468	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in medical-surgical: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-stepdown-transition-longtail	3458	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in stepdown: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-telemetry-transition-longtail	3551	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in telemetry: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-emergency-department-transition-longtail	3487	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in emergency department: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-intensive-care-transition-longtail	3471	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in intensive care: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-postpartum-transition-longtail	3585	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in postpartum: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-pediatrics-transition-longtail	3520	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in pediatrics: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-oncology-transition-longtail	3506	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in oncology: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-orthopedics-transition-longtail	3548	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in orthopedics: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-neurology-and-stroke-care-transition-longtail	3470	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in neurology and stroke care: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-gastroenterology-transition-longtail	3568	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in gastroenterology: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-renal-and-nephrology-transition-longtail	3508	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in renal and nephrology: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-cardiac-care-transition-longtail	3482	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in cardiac care: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-pulmonary-care-transition-longtail	3544	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in pulmonary care: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-community-health-transition-longtail	3453	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in community health: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-home-health-transition-longtail	3529	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in home health: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-inpatient-rehabilitation-transition-longtail	3511	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in inpatient rehabilitation: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-psychiatric-inpatient-transition-longtail	3450	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in psychiatric inpatient: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-perioperative-transition-longtail	3536	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in perioperative: Transition-to-Practice Long-Tail Review
new-grad-nursing-interdisciplinary-huddle-participation-dialysis-transition-longtail	3495	54	153	yes	12	Interdisciplinary huddle participation for New Graduate Nurses in dialysis: Transition-to-Practice Long-Tail Review
