"Route","File","Payload Risk Class","Risk Score","File Bytes","Line Count","Reasons","Heavy Fields","Protections","Recommendations"
"/api/learner/social/groups/:groupId/membership","src/app/api/learner/social/groups/[groupId]/membership/route.ts","<100KB","1","1127","22","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ai/drafts/questions","src/app/api/admin/ai/drafts/questions/route.ts","<100KB","1","1122","38","1 findMany call(s)","","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ai/drafts/flashcards","src/app/api/admin/ai/drafts/flashcards/route.ts","<100KB","1","1099","37","1 findMany call(s)","","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/baseline-assessment/skip","src/app/api/learner/baseline-assessment/skip/route.ts","<100KB","1","1084","32","","body/content (1)","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/batch-schedule","src/app/api/admin/blog/batch-schedule/route.ts","<100KB","1","1057","39","1 findMany call(s)","","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/verified-study/decks/:deckId/duplicate","src/app/api/verified-study/decks/[deckId]/duplicate/route.ts","<100KB","1","1056","20","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/study-published-snapshots/health","src/app/api/admin/study-published-snapshots/health/route.ts","<100KB","1","1017","31","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/categories","src/app/api/admin/categories/route.ts","<100KB","1","1015","37","1 findMany call(s)","","1 select shape(s); bounded page size; pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/weak-areas","src/app/api/learner/weak-areas/route.ts","<100KB","1","994","22","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/internal-courses","src/app/api/admin/internal-courses/route.ts","<100KB","1","929","39","1 findMany call(s)","","2 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/beta/me","src/app/api/beta/me/route.ts","<100KB","1","854","17","","options (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/subscribe","src/app/api/subscribe/route.ts","<100KB","1","835","25","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/analytics/content-quality","src/app/api/admin/analytics/content-quality/route.ts","<100KB","1","728","21","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/content-quality/refresh","src/app/api/admin/content-quality/refresh/route.ts","<100KB","1","631","19","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/qa","src/app/api/admin/qa/route.ts","<100KB","1","624","17","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/scope-compliance","src/app/api/admin/scope-compliance/route.ts","<100KB","1","607","16","","body/content (1)","bounded page size","No immediate reduction needed; keep select shape and pagination."
"/api/admin/content-quality","src/app/api/admin/content-quality/route.ts","<100KB","1","423","12","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/generation-jobs/:id","src/app/api/admin/blog/generation-jobs/[id]/route.ts","<100KB","0","5107","172","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/generation-jobs/:id/tick","src/app/api/admin/blog/generation-jobs/[id]/tick/route.ts","<100KB","0","5032","148","","","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/stats/users","src/app/api/admin/stats/users/route.ts","<100KB","0","4406","130","","","","No immediate reduction needed; keep select shape and pagination."
"/api/billing/reactivate-subscription","src/app/api/billing/reactivate-subscription/route.ts","<100KB","0","4310","113","","","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/health/ready","src/app/api/health/ready/route.ts","<100KB","0","4215","116","","","","No immediate reduction needed; keep select shape and pagination."
"/api/subscriptions/sync-after-checkout","src/app/api/subscriptions/sync-after-checkout/route.ts","<100KB","0","3771","102","","","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/cron/content-completion","src/app/api/cron/content-completion/route.ts","<100KB","0","3657","110","","","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/control-panel/regenerate","src/app/api/admin/blog/control-panel/regenerate/route.ts","<100KB","0","3623","104","","","","No immediate reduction needed; keep select shape and pagination."
"/api/cron/blog-batch-schedule","src/app/api/cron/blog-batch-schedule/route.ts","<100KB","0","3575","94","","","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/billing/portal","src/app/api/billing/portal/route.ts","<100KB","0","3281","81","","","2 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/lessons/ai-generate-batch/:jobId/cancel","src/app/api/admin/lessons/ai-generate-batch/[jobId]/cancel/route.ts","<100KB","0","3256","100","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/lessons/ai-generate-batch/:jobId","src/app/api/admin/lessons/ai-generate-batch/[jobId]/route.ts","<100KB","0","3204","84","","","","No immediate reduction needed; keep select shape and pagination."
"/api/internal/synthetic-learning-monitor","src/app/api/internal/synthetic-learning-monitor/route.ts","<100KB","0","3202","96","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/revenue-alerts/test","src/app/api/admin/revenue-alerts/test/route.ts","<100KB","0","2909","76","","","","No immediate reduction needed; keep select shape and pagination."
"/api/auth/sync-session","src/app/api/auth/sync-session/route.ts","<100KB","0","2748","69","","","","No immediate reduction needed; keep select shape and pagination."
"/api/health/activity-startup","src/app/api/health/activity-startup/route.ts","<100KB","0","2667","69","","","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/readiness-health","src/app/api/readiness-health/route.ts","<100KB","0","2637","91","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/generate-gemini-draft","src/app/api/admin/blog/generate-gemini-draft/route.ts","<100KB","0","2612","88","","","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/cron/stripe-reconcile","src/app/api/cron/stripe-reconcile/route.ts","<100KB","0","2498","67","","","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/modules/ecg-pediatric/topics","src/app/api/modules/ecg-pediatric/topics/route.ts","<100KB","0","2387","63","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/control-panel/article-jobs/:id/tick","src/app/api/admin/blog/control-panel/article-jobs/[id]/tick/route.ts","<100KB","0","2376","73","","","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/flashcards/decks","src/app/api/admin/flashcards/decks/route.ts","<100KB","0","2238","62","","","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/flashcards/decks/:deckId","src/app/api/admin/flashcards/decks/[deckId]/route.ts","<100KB","0","2223","67","","","2 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ai/exam-questions/generate-batch/:jobId","src/app/api/admin/ai/exam-questions/generate-batch/[jobId]/route.ts","<100KB","0","2220","64","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/users/:userId/impersonate","src/app/api/admin/users/[userId]/impersonate/route.ts","<100KB","0","2214","63","","","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/seo/report","src/app/api/admin/seo/report/route.ts","<100KB","0","2118","66","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/draft-batch/:id/process","src/app/api/admin/blog/draft-batch/[id]/process/route.ts","<100KB","0","2112","60","","","","No immediate reduction needed; keep select shape and pagination."
"/api/remediation-health","src/app/api/remediation-health/route.ts","<100KB","0","2092","76","","","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/debug/session","src/app/api/debug/session/route.ts","<100KB","0","2088","59","","","","No immediate reduction needed; keep select shape and pagination."
"/api/auth/verify-email","src/app/api/auth/verify-email/route.ts","<100KB","0","1999","48","","","no JSON response detected","No immediate reduction needed; keep select shape and pagination."
"/api/admin/users/:userId/weak-area-study-debug","src/app/api/admin/users/[userId]/weak-area-study-debug/route.ts","<100KB","0","1900","57","","","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/cat-health","src/app/api/cat-health/route.ts","<100KB","0","1896","67","","","","No immediate reduction needed; keep select shape and pagination."
"/api/trial/start","src/app/api/trial/start/route.ts","<100KB","0","1851","55","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/env-diagnostics","src/app/api/admin/blog/env-diagnostics/route.ts","<100KB","0","1803","52","","","","No immediate reduction needed; keep select shape and pagination."
"/api/internal/runtime-env-health","src/app/api/internal/runtime-env-health/route.ts","<100KB","0","1755","51","","","","No immediate reduction needed; keep select shape and pagination."
"/api/cat/np/audit","src/app/api/cat/np/audit/route.ts","<100KB","0","1723","52","","","","No immediate reduction needed; keep select shape and pagination."
"/api/cron/learner-engagement","src/app/api/cron/learner-engagement/route.ts","<100KB","0","1709","46","","","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/printables/:id","src/app/api/printables/[id]/route.ts","<100KB","0","1634","45","","","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/lessons/ai-generate-batch/:jobId/export","src/app/api/admin/lessons/ai-generate-batch/[jobId]/export/route.ts","<100KB","0","1606","48","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/diagnostics","src/app/api/admin/diagnostics/route.ts","<100KB","0","1540","35","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/control-panel/article-jobs/:id/retry-repair","src/app/api/admin/blog/control-panel/article-jobs/[id]/retry-repair/route.ts","<100KB","0","1528","46","","","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/referrals/click","src/app/api/referrals/click/route.ts","<100KB","0","1523","41","","","","No immediate reduction needed; keep select shape and pagination."
"/api/cron/blog-publish","src/app/api/cron/blog-publish/route.ts","<100KB","0","1512","42","","","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/trial/status","src/app/api/trial/status/route.ts","<100KB","0","1476","51","","","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/jobs/:id/retry","src/app/api/admin/jobs/[id]/retry/route.ts","<100KB","0","1465","56","","","2 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/operations-dashboard","src/app/api/admin/operations-dashboard/route.ts","<100KB","0","1435","38","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/:id/auto-related","src/app/api/admin/blog/[id]/auto-related/route.ts","<100KB","0","1427","52","","","","No immediate reduction needed; keep select shape and pagination."
"/api/blog/publish","src/app/api/blog/publish/route.ts","<100KB","0","1407","45","","","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/billing/integrity-summary","src/app/api/admin/billing/integrity-summary/route.ts","<100KB","0","1401","35","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/learner-qa/clear","src/app/api/admin/learner-qa/clear/route.ts","<100KB","0","1397","38","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/draft-batch/items/:itemId/retry-repair","src/app/api/admin/blog/draft-batch/items/[itemId]/retry-repair/route.ts","<100KB","0","1376","42","","","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/internal/reliability/check","src/app/api/internal/reliability/check/route.ts","<100KB","0","1376","49","","","","No immediate reduction needed; keep select shape and pagination."
"/api/modules/ecg-pediatric/topics/:id","src/app/api/modules/ecg-pediatric/topics/[id]/route.ts","<100KB","0","1345","41","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/exams/:id","src/app/api/admin/exams/[id]/route.ts","<100KB","0","1335","34","","","","No immediate reduction needed; keep select shape and pagination."
"/api/modules/ecg/questions","src/app/api/modules/ecg/questions/route.ts","<100KB","0","1329","41","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/internal-courses/:id","src/app/api/admin/internal-courses/[id]/route.ts","<100KB","0","1317","48","","","2 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/social/classrooms/:groupId","src/app/api/admin/social/classrooms/[groupId]/route.ts","<100KB","0","1290","31","","","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/cat-blueprint-sessions","src/app/api/admin/cat-blueprint-sessions/route.ts","<100KB","0","1191","38","","","","No immediate reduction needed; keep select shape and pagination."
"/api/debug/me","src/app/api/debug/me/route.ts","<100KB","0","1160","35","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/printables/analytics/summary","src/app/api/admin/printables/analytics/summary/route.ts","<100KB","0","1113","33","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/system-status","src/app/api/admin/system-status/route.ts","<100KB","0","1099","34","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/refresh-existing","src/app/api/admin/blog/refresh-existing/route.ts","<100KB","0","1093","37","","","","No immediate reduction needed; keep select shape and pagination."
"/api/debug/db-env","src/app/api/debug/db-env/route.ts","<100KB","0","1075","32","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/modules/advanced-ecg/status","src/app/api/admin/modules/advanced-ecg/status/route.ts","<100KB","0","1068","31","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/stats","src/app/api/admin/stats/route.ts","<100KB","0","1027","29","","","","No immediate reduction needed; keep select shape and pagination."
"/api/cron/blog-article-generation-jobs","src/app/api/cron/blog-article-generation-jobs/route.ts","<100KB","0","1018","26","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/modules/ecg/publish","src/app/api/admin/modules/ecg/publish/route.ts","<100KB","0","1015","23","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/support/rate-limit-health","src/app/api/admin/support/rate-limit-health/route.ts","<100KB","0","900","28","","","","No immediate reduction needed; keep select shape and pagination."
"/api/debug/prisma-client-count","src/app/api/debug/prisma-client-count/route.ts","<100KB","0","898","28","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/lesson-question-link-coverage","src/app/api/admin/lesson-question-link-coverage/route.ts","<100KB","0","895","27","","","","No immediate reduction needed; keep select shape and pagination."
"/api/public/flashcard-tags","src/app/api/public/flashcard-tags/route.ts","<100KB","0","895","16","","","no JSON response detected","No immediate reduction needed; keep select shape and pagination."
"/api/admin/analytics/retention-risk","src/app/api/admin/analytics/retention-risk/route.ts","<100KB","0","864","22","","","bounded page size","No immediate reduction needed; keep select shape and pagination."
"/api/debug/sentry-test","src/app/api/debug/sentry-test/route.ts","<100KB","0","848","23","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/batch-schedule/run","src/app/api/admin/blog/batch-schedule/run/route.ts","<100KB","0","831","21","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/:id/pre-publish-validation","src/app/api/admin/blog/[id]/pre-publish-validation/route.ts","<100KB","0","822","27","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/users/:userId/adaptive-summary","src/app/api/admin/users/[userId]/adaptive-summary/route.ts","<100KB","0","817","22","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/question-bank-coverage","src/app/api/admin/question-bank-coverage/route.ts","<100KB","0","801","21","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/verified-study/cards/:cardId/verify","src/app/api/admin/verified-study/cards/[cardId]/verify/route.ts","<100KB","0","796","18","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/users/:userId/health-score","src/app/api/admin/users/[userId]/health-score/route.ts","<100KB","0","793","23","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ai/generation-status","src/app/api/admin/ai/generation-status/route.ts","<100KB","0","774","26","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/users/:userId/support","src/app/api/admin/users/[userId]/support/route.ts","<100KB","0","774","22","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/analytics/study-performance","src/app/api/admin/analytics/study-performance/route.ts","<100KB","0","771","22","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/analytics/users","src/app/api/admin/analytics/users/route.ts","<100KB","0","768","22","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/control-panel/article-jobs/:id","src/app/api/admin/blog/control-panel/article-jobs/[id]/route.ts","<100KB","0","764","23","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/analytics/subscriptions","src/app/api/admin/analytics/subscriptions/route.ts","<100KB","0","763","22","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/lessons/ai-drafts/:id","src/app/api/admin/lessons/ai-drafts/[id]/route.ts","<100KB","0","748","22","","","","No immediate reduction needed; keep select shape and pagination."
"/api/cron/jobs","src/app/api/cron/jobs/route.ts","<100KB","0","748","32","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/fraud-dashboard","src/app/api/admin/fraud-dashboard/route.ts","<100KB","0","746","22","","","bounded page size","No immediate reduction needed; keep select shape and pagination."
"/api/admin/analytics/funnels","src/app/api/admin/analytics/funnels/route.ts","<100KB","0","743","19","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/diagnostics","src/app/api/admin/blog/diagnostics/route.ts","<100KB","0","740","27","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/ai-env-diagnostics","src/app/api/admin/blog/ai-env-diagnostics/route.ts","<100KB","0","738","19","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/np-coverage","src/app/api/admin/np-coverage/route.ts","<100KB","0","734","20","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/verified-study/pending","src/app/api/admin/verified-study/pending/route.ts","<100KB","0","724","17","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ops-center","src/app/api/admin/ops-center/route.ts","<100KB","0","719","24","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/pathway-lesson-translations","src/app/api/admin/pathway-lesson-translations/route.ts","<100KB","0","712","18","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/operations-health","src/app/api/admin/operations-health/route.ts","<100KB","0","711","20","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/question-bank-diagnostics","src/app/api/admin/question-bank-diagnostics/route.ts","<100KB","0","701","20","","","","No immediate reduction needed; keep select shape and pagination."
"/api/cron/blog-revalidate","src/app/api/cron/blog-revalidate/route.ts","<100KB","0","684","16","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/users/lookup","src/app/api/admin/users/lookup/route.ts","<100KB","0","679","20","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/analytics/dashboard","src/app/api/admin/analytics/dashboard/route.ts","<100KB","0","658","24","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/pre-nursing-report","src/app/api/admin/pre-nursing-report/route.ts","<100KB","0","634","17","","","","No immediate reduction needed; keep select shape and pagination."
"/api/osce-stations/:id","src/app/api/osce-stations/[id]/route.ts","<100KB","0","630","18","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/observability/hub","src/app/api/admin/observability/hub/route.ts","<100KB","0","621","18","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/question-bank-remediation","src/app/api/admin/question-bank-remediation/route.ts","<100KB","0","618","19","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blueprint-compliance","src/app/api/admin/blueprint-compliance/route.ts","<100KB","0","610","16","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ai/drafts/flashcards/:id","src/app/api/admin/ai/drafts/flashcards/[id]/route.ts","<100KB","0","563","17","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ai/drafts/questions/:id","src/app/api/admin/ai/drafts/questions/[id]/route.ts","<100KB","0","562","17","","","","No immediate reduction needed; keep select shape and pagination."
"/api/runtime/version","src/app/api/runtime/version/route.ts","<100KB","0","544","18","","","","No immediate reduction needed; keep select shape and pagination."
"/api/version","src/app/api/version/route.ts","<100KB","0","544","18","","","","No immediate reduction needed; keep select shape and pagination."
"/api/osce-stations","src/app/api/osce-stations/route.ts","<100KB","0","533","19","","","","No immediate reduction needed; keep select shape and pagination."
"/api/revalidate","src/app/api/revalidate/route.ts","<100KB","0","532","21","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ai-assistant","src/app/api/admin/ai-assistant/route.ts","<100KB","0","514","16","","","no JSON response detected","No immediate reduction needed; keep select shape and pagination."
"/api/admin/taxonomy/write-health","src/app/api/admin/taxonomy/write-health/route.ts","<100KB","0","487","15","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/learner-qa/status","src/app/api/admin/learner-qa/status/route.ts","<100KB","0","435","12","","","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/batch-schedule/preview","src/app/api/admin/blog/batch-schedule/preview/route.ts","<100KB","0","389","9","","","no JSON response detected","No immediate reduction needed; keep select shape and pagination."
"/api/inngest","src/app/api/inngest/route.ts","<100KB","0","275","11","","","no JSON response detected","No immediate reduction needed; keep select shape and pagination."
"/api/healthz","src/app/api/healthz/route.ts","<100KB","0","215","9","","","no JSON response detected","No immediate reduction needed; keep select shape and pagination."
"/api/auth/:...nextauth","src/app/api/auth/[...nextauth]/route.ts","<100KB","0","201","7","","","no JSON response detected","No immediate reduction needed; keep select shape and pagination."
