lesson_title,slug,tier_group,subgroup,profession_tier_pathway,source,status,notes,recommended_action
"Febrile Infant 2–3 Months: Risk Stratification, Selective Testing, and Observation Protocols",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug febrile-infant-risk-stratification.,add missing
"Febrile Infant 29–60 Days: Rochester Criteria, Step-by-Step Algorithm, and PECARN",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug febrile-infant-risk-stratification.,add missing
"Febrile Neonate < 28 Days: Full Septic Workup Mandate, LP Necessity, and Empiric Antibiotics",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug febrile-infant-risk-stratification.,add missing
Fever of Unknown Origin (FUO): Diagnostic Algorithm and Ordered Workup,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug fever-without-source-differential.,add missing
Fever Without Source: Viral vs Bacterial vs Systemic Cause,np-p1-fever-1,NP,,NP / NP phase 1 outline,data/blueprints/np-phase1-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
"Fibrosis Risk Stratification: FIB-4 Score, ELF Test, and Fibroscan — Referral Thresholds",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug nafld-diagnosis-monitoring-management.,add missing
"First Trimester Labs: Blood Type, Rubella, HIV, HBsAg, VDRL, CBC, and Cell-Free DNA Screening",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug prenatal-lab-interpretation-trimester.,add missing
First-day admissions: data collection order — FNP certification preparation (United States),bp26-usnp-x027-first-day-admissions-data-collection-ord,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,fully present,,keep as-is
"First-Line Drug Selection: ACEi/ARB, CCB, and Thiazide — ACC/AHA Guideline-Based Reasoning",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug hypertension-step-therapy-guideline.,add missing
"First-Line Pharmacotherapy: SSRIs/SNRIs for Both GAD and PD — Initiation, Titration, and Duration",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug gad-panic-disorder-diagnosis-management.,add missing
"First-Line Treatment: SSRIs/SNRIs for PTSD — Sertraline and Paroxetine FDA Approval, Prazosin for Nightmares",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug ptsd-primary-care-screening-management.,add missing
"Flank Pain Differential: UTI, Nephrolithiasis, Pyelonephritis, and Beyond",np-p1-flank-1,NP,,NP / NP phase 1 outline,data/blueprints/np-phase1-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
"Follow-Up Lab Surveillance: Electrolytes, Creatinine, Lipids — Frequency by Agent",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug hypertension-follow-up-monitoring-labs.,add missing
FRAX Score Interpretation: 10-Year Fracture Risk and Treatment Decision Thresholds,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug osteoporosis-screening-frax-treatment.,add missing
"FTT Definition: Weight-for-Age Criteria, Growth Curve Interpretation, and Distinguishing Normal Variants",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug failure-to-thrive-assessment-workup.,add missing
"GAD Diagnosis: DSM-5 Criteria, GAD-7, and Medical Causes to Exclude (Thyroid, Cardiac, Caffeine)",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug gad-panic-disorder-diagnosis-management.,add missing
"GDMT Initiation: ACEi/ARB/ARNi, Beta-Blocker, MRA, and SGLT-2 — Evidence, Sequencing, and Monitoring",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug heart-failure-gdmt-primary-care.,add missing
"GERD Diagnosis: Clinical Diagnosis vs pH Testing, Alarm Symptoms, and Barrett's Esophagus Risk",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug gerd-stepup-ppi-safety-referral.,add missing
"Geriatric Assessment: Falls, Polypharmacy, Functional Status, and Frailty",geriatric-assessment-falls-polypharmacy-frailty,NP,,NP / NP advanced batch 01,data/phase2/np-advanced-batch-01-lessons.json,present but thin/incomplete,"Draft batch lesson body exists in JSON, but the batch is not a routed pathway catalog source.",complete
Geriatric falls and syncope: medication and rhythm (FNP),fnp-geriatric-falls-syncope,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,fully present,,keep as-is
"Gestational Diabetes: Screening at 24–28 Weeks, GCT vs OGTT, and Diagnosis Thresholds",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug gestational-dm-htn-recognition-referral.,add missing
"GI and Hepatobiliary Causes: Biliary Colic, Cholecystitis, Pancreatitis, and Ascending Cholangitis",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug abdominal-pain-differential-age.,add missing
"Glaucoma Screening: IOP, Optic Disc Assessment, and USPSTF — Who to Screen",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug diabetic-eye-glaucoma-screening-referral.,add missing
"GLP-1 Receptor Agonist Mechanism, Class Effects, and Adverse Effect Profile",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug glp1-sglt2-comorbidity-selection.,add missing
"Glucose emergency case study — DKA vs hypoglycemia (AGPCNP, US)",clinical-casebook-glucose-dka-hypoglycemia-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Glucose emergency case study — DKA vs hypoglycemia (FNP, US)",clinical-casebook-glucose-dka-hypoglycemia-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Glucose emergency case study — DKA vs hypoglycemia (PMHNP, US)",clinical-casebook-glucose-dka-hypoglycemia-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Goals of Care Conversation Framework: SPIKES, REMAP, and The Serious Illness Conversation Guide",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug goals-of-care-framework-np-role.,add missing
"GOLD 2024 Classification, Inhaler Escalation, and Exacerbation Management",copd-gold-staging-inhaler-selection-lesson-01,NP,,NP / NP advanced batch 02,data/phase2/np-advanced-batch-02-lessons.json,present but thin/incomplete,"Draft batch lesson exists in JSON, but the batch is not a routed pathway catalog source.",complete
"GOLD Staging and Spirometric Criteria: Diagnosis, Severity, and Symptom Burden Assessment",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug copd-gold-staging-inhaler-selection.,add missing
"Gonorrhea and Chlamydia Screening: USPSTF Recommendations by Age, Gender, and Sexual Behavior",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug sti-screening-risk-group-age.,add missing
"Gout Diagnosis: Clinical Criteria, Arthrocentesis for Crystals, and Differential from Septic Arthritis",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug gout-diagnosis-acute-urate-lowering.,add missing
"Gynecological Emergencies: Ectopic Pregnancy, Ovarian Torsion, PID, and TOA",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug abdominal-pain-differential-age.,add missing
"Harm Reduction in Primary Care: Naloxone Prescribing, Syringe Services, and Co-occurring SUD",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug oud-moud-buprenorphine-naltrexone-primary-care.,add missing
Headache Differential: Benign vs Emergent Red Flags,headache-differential-red-flags,NP,,NP / NP advanced batch 01,data/phase2/np-advanced-batch-01-lessons.json,present but thin/incomplete,"Draft batch lesson body exists in JSON, but the batch is not a routed pathway catalog source.",complete
Headache Differential: Primary Headache Syndromes,np-p1-headache-1a,NP,,NP / NP phase 1 outline,data/blueprints/np-phase1-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
Headache Differential: Secondary and Dangerous Causes,np-p1-headache-1b,NP,,NP / NP phase 1 outline,data/blueprints/np-phase1-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
"Headache Emergencies, Meningitis, and Altered Mental Status Red Flags",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug neurological-red-flags-emergency.,add missing
Health literacy & teach-back — FNP certification preparation (United States),bp26-usnp-x031-health-literacy-teach-back,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,fully present,,keep as-is
Heart failure — NP diagnosis & management (FNP),fnp-overlay-heart-failure,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,fully present,,keep as-is
"Heart Failure Classification: HFrEF vs HFpEF vs HFmrEF — Diagnosis, Staging, and Phenotyping",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug heart-failure-gdmt-primary-care.,add missing
"Heart Failure Follow-up: BNP Trending, Functional Assessment, Device Referral, and Decompensation Prevention",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug heart-failure-gdmt-primary-care.,add missing
Heart Failure GDMT: Four-Pillar Pharmacotherapy and Monitoring,np-p2-hf-2b,NP,,NP / NP phase 2 outline,data/blueprints/np-phase2-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
Heart Failure Phenotype Classification and Monitoring,np-p2-hf-2a,NP,,NP / NP phase 2 outline,data/blueprints/np-phase2-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
Heart Failure-Driven Dyspnea: HFrEF vs HFpEF Recognition and Phenotyping,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug dyspnea-differential-cardiac-pulmonary.,add missing
"Heart failure: outpatient management (AGPCNP, US)",np-heart-failure-primary-care-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
Heart failure: outpatient management (Canadian NP (primary care)),np-heart-failure-primary-care-gold,NP,,NP / ca-np-cnple,scoped gold injection → ca-np-cnple,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Heart failure: outpatient management (FNP, US)",np-heart-failure-primary-care-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Heart failure: outpatient management (PNP-PC, US)",np-heart-failure-primary-care-gold,NP,,NP / us-np-pnp-pc,scoped gold injection → us-np-pnp-pc,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Heart failure: outpatient management (WHNP, US)",np-heart-failure-primary-care-gold,NP,,NP / us-np-whnp,scoped gold injection → us-np-whnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"HEART Score Application: Component Scoring, Risk Tiers, and Disposition Decision",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug acs-ruleout-heart-score-disposition.,add missing
"HEEADSSS Framework: Home, Education, Eating, Activities, Drugs, Sexuality, Suicide/Safety, Sleep",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug adolescent-heeadsss-confidentiality.,add missing
"Hematological and Nutritional Causes: IDA, B12/Folate Deficiency, and Anemia of Chronic Disease",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug fatigue-differential-endocrine-psych.,add missing
"Hemoptysis Differential: Etiology, Risk Stratification, and Workup",np-p1-hemoptysis-1,NP,,NP / NP phase 1 outline,data/blueprints/np-phase1-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
"High-alert meds: prescribing & monitoring (AGPCNP, US)",high-alert-medications-safety-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"High-alert meds: prescribing & monitoring (FNP, US)",high-alert-medications-safety-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"High-alert meds: prescribing & monitoring (PMHNP, US)",high-alert-medications-safety-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"High-Risk and Indication-Based Vaccines: Asplenia, Immunocompromised, HIV, and Chronic Disease",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug adult-immunization-schedule-high-risk.,add missing
"High-Risk Antibiotic Prescribing: C. diff Risk, QT Prolongation, and Drug Interactions by Class",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug antibiotic-stewardship-outpatient.,add missing
"High-Risk Breast Cancer Screening: BRCA Carriers, Dense Breasts, and Supplemental MRI",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug breast-cancer-screening-guidelines-sdm.,add missing
"High-Risk Drug Classes in CKD: Metformin, NSAIDs, ACEi/ARB, Gabapentin, and Digoxin",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug medication-dose-adjustment-ckd.,add missing
High-Risk Features Mandating Admission: San Francisco Syncope Rule and ROSE Score,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug syncope-differential-vasovagal-cardiac-neuro.,add missing
High-Risk NSTEMI Features Requiring Emergent vs Urgent ED Transfer,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug acs-ruleout-heart-score-disposition.,add missing
"High-Risk Polypharmacy Patterns: Anticoagulant + NSAID, SSRI + Opioid, and ACEi + Potassium",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug drug-interactions-primary-care-significant.,add missing
"High-Risk Populations and Edge Cases: Atypical ACS in Women, Diabetics, and the Elderly",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug chest-pain-differential-primary-care.,add missing
"High-Risk Referral Criteria: Rapid Growth, Bloody Discharge, Skin Changes, and Axillary LAD",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug breast-mass-evaluation-imaging-referral.,add missing
"High-Risk Teratogens: ACEi/ARB, Valproate, Isotretinoin, Methotrexate, and REMS Programs",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug teratogenic-medications-pregnancy-category.,add missing
"HIV Monitoring in Primary Care: CD4, Viral Load Frequency, and Undetectable = Untransmittable",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug hiv-primary-care-monitoring-art.,add missing
"Hospice and Palliative Care Referral: Eligibility Criteria, Six-Month Prognosis, and NP Certification Role",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug goals-of-care-framework-np-role.,add missing
Hypercalcemia Differential: Primary HPT vs Malignancy vs Other — PTH-Based Algorithm,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug hyperparathyroidism-hypercalcemia-workup.,add missing
Hyperlipidemia: ASCVD Risk Stratification and Statin Selection,np-p2-lipid-2,NP,,NP / NP phase 2 outline,data/blueprints/np-phase2-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
"Hypertension Classification, ABPM, and White Coat vs Masked Hypertension",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug hypertension-step-therapy-guideline.,add missing
"Hypertension meds — titration & follow-up (AGPCNP, US)",med-family-antihypertensives-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Hypertension meds — titration & follow-up (FNP, US)",med-family-antihypertensives-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Hypertension meds — titration & follow-up (PMHNP, US)",med-family-antihypertensives-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
Hypertension: First-Line Drug Selection and Compelling Indications,np-p2-htn-step-2a,NP,,NP / NP phase 2 outline,data/blueprints/np-phase2-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
"Hypertension: Step Therapy, Resistant HTN, and Special Populations",np-p2-htn-step-2b,NP,,NP / NP phase 2 outline,data/blueprints/np-phase2-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
Hypertensive Disorders of Pregnancy: Gestational HTN vs Preeclampsia vs Eclampsia — Recognition,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug gestational-dm-htn-recognition-referral.,add missing
"Hypertensive Emergency Manifestations: Encephalopathy, ACS, Aortic Dissection, and Eclampsia",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug hypertensive-emergency-urgency-np.,add missing
Hypertensive Emergency vs Urgency: Defining Target Organ Damage and Clinical Thresholds,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug hypertension-red-flags-referral.,add missing
"Hyperthyroidism: Graves Disease, Toxic Nodular Goiter, and Thyroiditis Differential",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug thyroid-disease-diagnosis-management.,add missing
"Hypoglycemia Risk Stratification: Agent Profiles, Patient Factors, and Safety Monitoring",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug t2dm-intensification-beyond-metformin.,add missing
"Hypothyroidism: TSH Interpretation, Hashimoto's Diagnosis, and Symptom-Based Recognition",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug thyroid-disease-diagnosis-management.,add missing
"IBD in Primary Care: Crohn's vs Ulcerative Colitis Features, Initial Labs, and Gastroenterology Referral",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug ibs-vs-ibd-distinguishing-features.,add missing
"IBS Management: Low-FODMAP Diet, Antispasmodics, and IBS-C vs IBS-D Pharmacotherapy",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug ibs-vs-ibd-distinguishing-features.,add missing
Identifying and Safely Stopping High-Risk Medications in Older Adults,deprescribing-beers-criteria-older-adults-lesson-01,NP,,NP / NP advanced batch 02,data/phase2/np-advanced-batch-02-lessons.json,present but thin/incomplete,"Draft batch lesson exists in JSON, but the batch is not a routed pathway catalog source.",complete
Imaging Algorithm by Age: Ultrasound vs Mammogram — BI-RADS Categories and Next Steps,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug breast-mass-evaluation-imaging-referral.,add missing
"Immunization & vaccines (AGPCNP, US)",np-immunization-vaccines-primary-care-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
Immunization & vaccines (Canadian NP (primary care)),np-immunization-vaccines-primary-care-gold,NP,,NP / ca-np-cnple,scoped gold injection → ca-np-cnple,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Immunization & vaccines (FNP, US)",np-immunization-vaccines-primary-care-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Immunization & vaccines (PNP-PC, US)",np-immunization-vaccines-primary-care-gold,NP,,NP / us-np-pnp-pc,scoped gold injection → us-np-pnp-pc,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Immunization & vaccines (WHNP, US)",np-immunization-vaccines-primary-care-gold,NP,,NP / us-np-whnp,scoped gold injection → us-np-whnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Inclusive PrEP Prescribing: Eligibility, Regimen Selection, and LGBTQ+ Clinical Adaptations",prep-hiv-prevention-prescribing-monitoring-lesson-01,NP,,NP / NP advanced batch 02,data/phase2/np-advanced-batch-02-lessons.json,present but thin/incomplete,"Draft batch lesson exists in JSON, but the batch is not a routed pathway catalog source.",complete
Incomplete KD: Diagnostic Algorithm for Infants and Abnormal Echo or Lab Criteria,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug kawasaki-disease-recognition-criteria-referral.,add missing
"Infection prevention — PPE & exposure workup (AGPCNP, US)",safety-family-infection-control-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Infection prevention — PPE & exposure workup (FNP, US)",safety-family-infection-control-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Infection prevention — PPE & exposure workup (PMHNP, US)",safety-family-infection-control-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
Infectious and Allergic Conjunctivitis: Bacterial vs Viral vs Allergic — Clinical Criteria and Contagion,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug red-eye-differential-conjunctivitis-glaucoma.,add missing
"Infectious Diarrhea Workup: Bloody vs Non-Bloody, Traveler's Diarrhea, C. diff, and Foodborne Illness",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug acute-diarrhea-infectious-non-infectious.,add missing
Infectious Differential: Bacterial vs Viral vs Tick-Borne vs Travel-Related,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug fever-without-source-differential.,add missing
"Infectious Rashes: Viral Exanthems, Lyme EM, Secondary Syphilis, RMSF, and Herpes Zoster",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug rash-differential-primary-care.,add missing
"Inflammatory and Autoimmune Rashes: Psoriasis, Eczema, Contact Dermatitis, and SLE",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug rash-differential-primary-care.,add missing
"Inflammatory Arthropathies: Septic Arthritis, Gout, Pseudogout — Arthrocentesis Decision",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug knee-pain-differential.,add missing
"Inhaler Device Types: MDI, DPI, SMI, Nebulizer — Mechanism, Particle Size, and Drug Delivery",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug inhaler-device-technique-patient-matching.,add missing
