productionPriority,priorityScore,lessonTitle,pathway,pathwayId,slug,cluster,productionCluster,currentImageStatus,backlogReason,whyImageryNeeded,recommendedImageType,recommendedFilename,suggestedAltText,educationalRationale,seoRationale,clinicalImportance,visualComplexity,visualNecessity,seoImportance,educationalValue,trafficPotential,suggestedImagePrompt,productionNotes,matchedInventoryFilename,fallbackSourceUsed,sharedVisualSystemId,duplicateGroupId
HIGH,58,Pulmonary Embolism: Acute Care,NCLEX-RN (United States),us-rn-nclex-rn,us-rn-pulmonary-embolism,Respiratory,respiratory,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: infographic (Respiratory). Visual reinforcement improves retention.,infographic,pulmonary-embolism-acute-care.webp,Pulmonary Embolism: Acute Care — clinical illustration,Visual necessity 52/100 — infographic reinforces lung vascular infographic + clot pathway; soft mint background. Cluster: Respiratory. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""us-rn-pulmonary-embolism"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,39,52,40,43,34,"Premium NurseNest clinical education illustration for ""Pulmonary Embolism: Acute Care"". Type: infographic. Cluster: Respiratory. Lung vascular infographic + clot pathway; soft mint background. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Lung vascular infographic + clot pathway; soft mint background.,heart-anatomy-blood-flow.svg,clinical_illustration,lung_vascular_pe,dup-0012
HIGH,56,Hemodynamic Changes in Shock Types,NCLEX-RN (United States),us-rn-nclex-rn,hemodynamics-by-shock-type-nclex,Med-Surg,med_surg,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: comparison table (Med-Surg). Visual reinforcement improves retention.,comparison_table,hemodynamic-changes-in-shock-types.webp,Hemodynamic Changes in Shock Types — clinical illustration,"Visual necessity 43/100 — comparison table reinforces shock type comparison matrix — hemodynamics, causes, nursing priorities. Cluster: Med-Surg. Supports pattern recognition and bedside-ready recall.","SEO/traffic weight 40/100; slug ""hemodynamics-by-shock-type-nclex"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",35,39,43,40,40,34,"Premium NurseNest clinical education illustration for ""Hemodynamic Changes in Shock Types"". Type: comparison table. Cluster: Med-Surg. Shock type comparison matrix — hemodynamics, causes, nursing priorities. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.","Shock type comparison matrix — hemodynamics, causes, nursing priorities.",heart-anatomy-blood-flow.svg,clinical_illustration,shock_comparison,dup-0012
HIGH,55,MI: Recognition & Troponin,NCLEX-RN (United States),us-rn-nclex-rn,acute-myocardial-infarction-troponin,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: infographic (Other clinical). Visual reinforcement improves retention.,infographic,mi-recognition-troponin.webp,MI: Recognition & Troponin — clinical illustration,Visual necessity 43/100 — infographic reinforces pathophysiology infographic linking signs → nursing priorities. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""acute-myocardial-infarction-troponin"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""MI: Recognition & Troponin"". Type: infographic. Cluster: Other clinical. Pathophysiology infographic linking signs → nursing priorities. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Pathophysiology infographic linking signs → nursing priorities.,myocardial-infarction.svg,clinical_illustration,cardiopulmonary_infographic,dup-0014
HIGH,55,Atrial Fibrillation,NCLEX-RN (United States),us-rn-nclex-rn,atrial-fibrillation-nclex-rn,Cardiac · Arrhythmias,cardiac_arrhythmias,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: ecg strip (Cardiac · Arrhythmias). Visual reinforcement improves retention.,ecg_strip,atrial-fibrillation.webp,Atrial Fibrillation — clinical illustration,Visual necessity 43/100 — ecg strip reinforces rhythm-focused strip plus brief annotation panel; keep grid calm and blossom-tinted. Cluster: Cardiac · Arrhythmias. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""atrial-fibrillation-nclex-rn"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Atrial Fibrillation"". Type: ecg strip. Cluster: Cardiac · Arrhythmias. Rhythm-focused strip plus brief annotation panel; keep grid calm and Blossom-tinted. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Rhythm-focused strip plus brief annotation panel; keep grid calm and Blossom-tinted.,heart-anatomy-blood-flow.svg,clinical_illustration,ecg_rhythm_family,dup-0012
HIGH,55,Atrial Fibrillation: Rate Control,NCLEX-RN (United States),us-rn-nclex-rn,atrial-fibrillation-rate-control,Cardiac · Arrhythmias,cardiac_arrhythmias,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: ecg strip (Cardiac · Arrhythmias). Visual reinforcement improves retention.,ecg_strip,atrial-fibrillation-rate-control.webp,Atrial Fibrillation: Rate Control — clinical illustration,Visual necessity 43/100 — ecg strip reinforces rhythm-focused strip plus brief annotation panel; keep grid calm and blossom-tinted. Cluster: Cardiac · Arrhythmias. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""atrial-fibrillation-rate-control"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Atrial Fibrillation: Rate Control"". Type: ecg strip. Cluster: Cardiac · Arrhythmias. Rhythm-focused strip plus brief annotation panel; keep grid calm and Blossom-tinted. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Rhythm-focused strip plus brief annotation panel; keep grid calm and Blossom-tinted.,atrial-fibrillation.svg,clinical_illustration,ecg_rhythm_family,dup-0008
HIGH,55,Cardiac Output and Stroke Volume,NCLEX-RN (United States),us-rn-nclex-rn,cardiac-output-stroke-volume-nclex-rn,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,cardiac-output-and-stroke-volume.webp,Cardiac Output and Stroke Volume — clinical illustration,Visual necessity 43/100 — clinical illustration reinforces general premium clinical illustration aligned to lesson title and body system. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""cardiac-output-stroke-volume-nclex-rn"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Cardiac Output and Stroke Volume"". Type: clinical illustration. Cluster: Other clinical. General premium clinical illustration aligned to lesson title and body system. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",General premium clinical illustration aligned to lesson title and body system.,cardiac-output-hemodynamics.svg,clinical_illustration,,dup-0019
HIGH,55,Cardiogenic Shock,NCLEX-RN (United States),us-rn-nclex-rn,cardiogenic-shock-assessment-interventions,Med-Surg,med_surg,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: algorithm flowchart (Med-Surg). Visual reinforcement improves retention.,algorithm_flowchart,cardiogenic-shock.webp,Cardiogenic Shock — clinical illustration,Visual necessity 43/100 — algorithm flowchart reinforces time-critical algorithm with priority nursing actions highlighted in mint/blossom accents. Cluster: Med-Surg. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""cardiogenic-shock-assessment-interventions"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Cardiogenic Shock"". Type: algorithm flowchart. Cluster: Med-Surg. Time-critical algorithm with priority nursing actions highlighted in mint/blossom accents. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Time-critical algorithm with priority nursing actions highlighted in mint/blossom accents.,heart-anatomy-blood-flow.svg,clinical_illustration,emergency_algorithm,dup-0012
HIGH,55,Heart Failure: Prioritization & Safety,NCLEX-RN (United States),us-rn-nclex-rn,heart-failure-nursing-priorities-hy,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: infographic (Other clinical). Visual reinforcement improves retention.,infographic,heart-failure-prioritization-safety.webp,Heart Failure: Prioritization & Safety — clinical illustration,Visual necessity 43/100 — infographic reinforces pathophysiology infographic linking signs → nursing priorities. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""heart-failure-nursing-priorities-hy"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Heart Failure: Prioritization & Safety"". Type: infographic. Cluster: Other clinical. Pathophysiology infographic linking signs → nursing priorities. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Pathophysiology infographic linking signs → nursing priorities.,heart-failure.svg,clinical_illustration,cardiopulmonary_infographic,dup-0013
HIGH,55,Pericarditis: ECG Clues,NCLEX-RN (United States),us-rn-nclex-rn,pericarditis-ecg-clues,Cardiac · ECG,cardiac_ecg,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: ecg strip (Cardiac · ECG). Visual reinforcement improves retention.,ecg_strip,pericarditis-ecg-clues.webp,Pericarditis: ECG Clues — clinical illustration,Visual necessity 43/100 — ecg strip reinforces rhythm-focused strip plus brief annotation panel; keep grid calm and blossom-tinted. Cluster: Cardiac · ECG. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""pericarditis-ecg-clues"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Pericarditis: ECG Clues"". Type: ecg strip. Cluster: Cardiac · ECG. Rhythm-focused strip plus brief annotation panel; keep grid calm and Blossom-tinted. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Rhythm-focused strip plus brief annotation panel; keep grid calm and Blossom-tinted.,valve-disorders.svg,clinical_illustration,ecg_rhythm_family,dup-0020
HIGH,55,Shock resuscitation: RN acute management,NCLEX-RN (United States),us-rn-nclex-rn,shock-emergencies-gold,Med-Surg,med_surg,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: algorithm flowchart (Med-Surg). Visual reinforcement improves retention.,algorithm_flowchart,shock-resuscitation-rn-acute-management.webp,Shock resuscitation: RN acute management — clinical illustration,Visual necessity 43/100 — algorithm flowchart reinforces time-critical algorithm with priority nursing actions highlighted in mint/blossom accents. Cluster: Med-Surg. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""shock-emergencies-gold"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Shock resuscitation: RN acute management"". Type: algorithm flowchart. Cluster: Med-Surg. Time-critical algorithm with priority nursing actions highlighted in mint/blossom accents. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Time-critical algorithm with priority nursing actions highlighted in mint/blossom accents.,shock-states.svg,clinical_illustration,emergency_algorithm,dup-0005
HIGH,55,Shock: Recognition & Fluids,NCLEX-RN (United States),us-rn-nclex-rn,shock-recognition-fluids,Med-Surg,med_surg,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: algorithm flowchart (Med-Surg). Visual reinforcement improves retention.,algorithm_flowchart,shock-recognition-fluids.webp,Shock: Recognition & Fluids — clinical illustration,Visual necessity 43/100 — algorithm flowchart reinforces time-critical algorithm with priority nursing actions highlighted in mint/blossom accents. Cluster: Med-Surg. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""shock-recognition-fluids"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Shock: Recognition & Fluids"". Type: algorithm flowchart. Cluster: Med-Surg. Time-critical algorithm with priority nursing actions highlighted in mint/blossom accents. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Time-critical algorithm with priority nursing actions highlighted in mint/blossom accents.,cardiac-output-hemodynamics.svg,clinical_illustration,emergency_algorithm,dup-0019
HIGH,55,Stages of Shock,NCLEX-RN (United States),us-rn-nclex-rn,shock-stages-progression-nclex-rn,Med-Surg,med_surg,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: algorithm flowchart (Med-Surg). Visual reinforcement improves retention.,algorithm_flowchart,stages-of-shock.webp,Stages of Shock — clinical illustration,Visual necessity 43/100 — algorithm flowchart reinforces time-critical algorithm with priority nursing actions highlighted in mint/blossom accents. Cluster: Med-Surg. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""shock-stages-progression-nclex-rn"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Stages of Shock"". Type: algorithm flowchart. Cluster: Med-Surg. Time-critical algorithm with priority nursing actions highlighted in mint/blossom accents. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Time-critical algorithm with priority nursing actions highlighted in mint/blossom accents.,heart-anatomy-blood-flow.svg,clinical_illustration,emergency_algorithm,dup-0012
HIGH,55,Heart Failure: Assessment & Management,NCLEX-RN (United States),us-rn-nclex-rn,us-rn-heart-failure,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: infographic (Other clinical). Visual reinforcement improves retention.,infographic,heart-failure-assessment-management.webp,Heart Failure: Assessment & Management — clinical illustration,Visual necessity 43/100 — infographic reinforces pathophysiology infographic linking signs → nursing priorities. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""us-rn-heart-failure"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Heart Failure: Assessment & Management"". Type: infographic. Cluster: Other clinical. Pathophysiology infographic linking signs → nursing priorities. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Pathophysiology infographic linking signs → nursing priorities.,heart-failure.svg,clinical_illustration,cardiopulmonary_infographic,dup-0013
HIGH,55,Myocardial Infarction: Recognition,NCLEX-RN (United States),us-rn-nclex-rn,us-rn-myocardial-infarction,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: infographic (Other clinical). Visual reinforcement improves retention.,infographic,myocardial-infarction-recognition.webp,Myocardial Infarction: Recognition — clinical illustration,Visual necessity 43/100 — infographic reinforces pathophysiology infographic linking signs → nursing priorities. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""us-rn-myocardial-infarction"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Myocardial Infarction: Recognition"". Type: infographic. Cluster: Other clinical. Pathophysiology infographic linking signs → nursing priorities. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Pathophysiology infographic linking signs → nursing priorities.,heart-anatomy-blood-flow.svg,clinical_illustration,cardiopulmonary_infographic,dup-0012
HIGH,55,Shock,NCLEX-RN (United States),us-rn-nclex-rn,us-rn-shock,Med-Surg,med_surg,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: algorithm flowchart (Med-Surg). Visual reinforcement improves retention.,algorithm_flowchart,shock.webp,Shock — clinical illustration,Visual necessity 43/100 — algorithm flowchart reinforces time-critical algorithm with priority nursing actions highlighted in mint/blossom accents. Cluster: Med-Surg. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""us-rn-shock"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Shock"". Type: algorithm flowchart. Cluster: Med-Surg. Time-critical algorithm with priority nursing actions highlighted in mint/blossom accents. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Time-critical algorithm with priority nursing actions highlighted in mint/blossom accents.,shock-states.svg,clinical_illustration,emergency_algorithm,dup-0005
HIGH,55,Ventricular Dysrhythmias,NCLEX-RN (United States),us-rn-nclex-rn,ventricular-dysrhythmias-vt-vf-torsades,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,ventricular-dysrhythmias.webp,Ventricular Dysrhythmias — clinical illustration,Visual necessity 43/100 — clinical illustration reinforces general premium clinical illustration aligned to lesson title and body system. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 40/100; slug ""ventricular-dysrhythmias-vt-vf-torsades"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,40,37,34,"Premium NurseNest clinical education illustration for ""Ventricular Dysrhythmias"". Type: clinical illustration. Cluster: Other clinical. General premium clinical illustration aligned to lesson title and body system. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",General premium clinical illustration aligned to lesson title and body system.,heart-anatomy-blood-flow.svg,clinical_illustration,,dup-0012
HIGH,52,CABG,NCLEX-RN (United States),us-rn-nclex-rn,cabg-and-postoperative-cabg-complications-nclex-rn,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,cabg.webp,CABG — clinical illustration,Visual necessity 43/100 — clinical illustration reinforces general premium clinical illustration aligned to lesson title and body system. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 34/100; slug ""cabg-and-postoperative-cabg-complications-nclex-rn"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,34,37,29,"Premium NurseNest clinical education illustration for ""CABG"". Type: clinical illustration. Cluster: Other clinical. General premium clinical illustration aligned to lesson title and body system. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",General premium clinical illustration aligned to lesson title and body system.,valve-disorders.svg,clinical_illustration,,dup-0020
HIGH,52,DVT: Prevention & Management,NCLEX-RN (United States),us-rn-nclex-rn,deep-vein-thrombosis-dvt-prevention-and-nursing-management-nclex-rn,Other clinical,other,duplicate_image_candidate,upgrade_fallback,Shared fallback art repeats across lessons — a dedicated or modular asset would improve clarity. Recommended: infographic (Other clinical). Visual reinforcement improves retention.,infographic,dvt-prevention-management.webp,DVT: Prevention & Management — clinical illustration,Visual necessity 43/100 — infographic reinforces pathophysiology infographic linking signs → nursing priorities. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 34/100; slug ""deep-vein-thrombosis-dvt-prevention-and-nursing-management-nclex-rn"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,34,43,34,37,29,"Premium NurseNest clinical education illustration for ""DVT: Prevention & Management"". Type: infographic. Cluster: Other clinical. Pathophysiology infographic linking signs → nursing priorities. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Pathophysiology infographic linking signs → nursing priorities.,heart-anatomy-blood-flow.svg,clinical_illustration,cardiopulmonary_infographic,dup-0012
LOW,47,Acute vs Chronic Wounds,NCLEX-RN (United States),us-rn-nclex-rn,acute-vs-chronic-wounds-nclex,Other clinical,other,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: clinical illustration (Other clinical). Visual reinforcement improves retention.,clinical_illustration,acute-vs-chronic-wounds.webp,Acute vs Chronic Wounds — clinical illustration,Visual necessity 49/100 — clinical illustration reinforces layered tissue / depth visual with staging or assessment cues. Cluster: Other clinical. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""acute-vs-chronic-wounds-nclex"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,37,49,26,41,22,"Premium NurseNest clinical education illustration for ""Acute vs Chronic Wounds"". Type: clinical illustration. Cluster: Other clinical. Layered tissue / depth visual with staging or assessment cues. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Layered tissue / depth visual with staging or assessment cues.,,,integumentary_clinical,dup-0017
LOW,47,Anticoagulant Safety,NCLEX-RN (United States),us-rn-nclex-rn,anticoagulant-safety-heparin-warfarin-doacs,Pharmacology,pharmacology,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: medication chart (Pharmacology). Visual reinforcement improves retention.,medication_chart,anticoagulant-safety.webp,Anticoagulant Safety — clinical illustration,Visual necessity 55/100 — medication chart reinforces onset/peak/duration or mechanism chart with clear nursing safety callouts. Cluster: Pharmacology. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 20/100; slug ""anticoagulant-safety-heparin-warfarin-doacs"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",25,40,55,20,45,17,"Premium NurseNest clinical education illustration for ""Anticoagulant Safety"". Type: medication chart. Cluster: Pharmacology. Onset/peak/duration or mechanism chart with clear nursing safety callouts. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Onset/peak/duration or mechanism chart with clear nursing safety callouts.,,,medication_safety_chart,dup-0004
LOW,47,Mechanical Ventilation Basics,NCLEX-RN (United States),us-rn-nclex-rn,mechanical-ventilation-basics-nclex,Respiratory,respiratory,no_image,missing,No clinical illustration is mapped to this lesson. Recommended: nursing workflow (Respiratory). Visual reinforcement improves retention.,nursing_workflow,mechanical-ventilation-basics.webp,Mechanical Ventilation Basics — clinical illustration,Visual necessity 43/100 — nursing workflow reinforces mode/workflow diagram with safety checkpoints for bedside nurses. Cluster: Respiratory. Supports pattern recognition and bedside-ready recall.,"SEO/traffic weight 26/100; slug ""mechanical-ventilation-basics-nclex"". Pathway lesson with measurable learner search intent. NCLEX-RN (United States)",35,39,43,26,40,22,"Premium NurseNest clinical education illustration for ""Mechanical Ventilation Basics"". Type: nursing workflow. Cluster: Respiratory. Mode/workflow diagram with safety checkpoints for bedside nurses. Style: Premium healthcare SaaS — soft neutral backgrounds, modern vector clinical education, Blossom/Mint palette, accessible contrast, non-stock-photo. Palette: Blossom/Mint Blossom soft pastels, warm plum ink labels, no stock photo, no muddy grey. Format: vector-like, clean lines, generous whitespace, 3:2 landscape.",Mode/workflow diagram with safety checkpoints for bedside nurses.,,,ventilation_workflow,dup-0022
